Train - F1 Score,Train - Accuracy,Train - Precision,Test - F1 Score,Test - Accuracy,Test - Precision
0.541788011062436,0.5833651476759252,0.5343674997973248,0.35334403812885284,0.5294034034013748,0.369984076491424
