Train - F1 Score,Train - Accuracy,Train - Precision,Test - F1 Score,Test - Accuracy,Test - Precision
0.5787741546708394,0.6215109316314139,0.5666385898745157,0.35884118718760355,0.5381077826023102,0.3891736939549446
